"PEILDATUM_LEERLINGEN";"PRIKDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20241001";"20250904";"18PN";"00";"De Pionier";"5231RJ";"'S-HERTOGENBOSCH";"0796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Openbaar";"41672";"0";"<5";"0";"<5";"0";"<5";"<5";"5";"0";"5";"<5";"0"
"20241001";"20250904";"18PP";"00";"Stidal-School";"7755NN";"DALERVEEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"<5";"0";"<5";"0";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"18PQ";"00";"Bs Anne Frank";"2542JG";"'S-GRAVENHAGE";"0518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"0";"5";"5";"11";"8";"14";"<5";"9";"0";"<5";"5";"<5"
"20241001";"20250904";"18PT";"00";"O.b.s. 't Fonnemint";"9076CP";"ST.-ANNAPAROCHIE";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"<5";"5";"<5";"8";"<5";"<5";"9";"0";"<5";"<5";"7"
"20241001";"20250904";"18PU";"00";"SWS Twaspan";"9033WJ";"DEINUM";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18PV";"00";"OBS Buitenvree";"7742WJ";"COEVORDEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"6";"<5";"<5";"<5";"8";"<5";"<5";"<5";"0"
"20241001";"20250904";"18PW";"00";"KC Zevenhoeven";"1963KH";"HEEMSKERK";"0396";"Heemskerk";"Noord-Holland";"Bo";"Openbaar";"41375";"0";"0";"<5";"<5";"<5";"6";"<5";"6";"<5";"6";"6";"0"
"20241001";"20250904";"18PX";"00";"OBS De Triangel";"3082VW";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"<5";"0";"5";"0";"<5";"<5";"<5";"6";"<5";"<5";"0"
"20241001";"20250904";"18PY";"00";"Montessori School";"6706EK";"WAGENINGEN";"0289";"Wageningen";"Gelderland";"Bo";"Openbaar";"41461";"0";"0";"0";"0";"<5";"0";"<5";"<5";"5";"11";"10";"0"
"20241001";"20250904";"18QA";"00";"obs De Westerburcht";"9761HJ";"EELDE";"1730";"Tynaarlo";"Drenthe";"Bo";"Openbaar";"41851";"0";"0";"0";"<5";"<5";"6";"<5";"10";"5";"<5";"5";"0"
"20241001";"20250904";"18QB";"00";"Obs Het Eiland";"1507XE";"ZAANDAM";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"<5";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18QC";"00";"OBS 't Zwanenest";"1751CJ";"SCHAGERBRUG";"0441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18QD";"00";"OBS De Koningsspil";"1474HT";"OOSTHUIZEN";"0385";"Edam-Volendam";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"5";"<5";"0"
"20241001";"20250904";"18QE";"00";"OBS De Eevliet";"4693ED";"POORTVLIET";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"0"
"20241001";"20250904";"18QF";"00";"Dom Helder Camara BS";"9736AM";"GRONINGEN";"0014";"Groningen";"Groningen";"Bo";"Protestants-Christelijk";"69669";"0";"0";"<5";"<5";"<5";"<5";"5";"6";"<5";"<5";"10";"0"
"20241001";"20250904";"18QG";"00";"OBS De Zuidvliet";"4484DG";"KORTGENE";"1695";"Noord-Beveland";"Zeeland";"Bo";"Openbaar";"41582";"0";"0";"0";"0";"<5";"5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18QJ";"00";"De Springplank";"4156AA";"RUMPT";"1960";"West Betuwe";"Gelderland";"Bo";"Openbaar";"41561";"<5";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18QK";"00";"OBS de Droomboom";"6415VT";"HEERLEN";"0917";"Heerlen";"Limburg";"Bo";"Openbaar";"41516";"0";"5";"<5";"7";"0";"10";"<5";"13";"0";"9";"<5";"0"
"20241001";"20250904";"18QS";"00";"IKC Harm Smeenge";"9411LB";"BEILEN";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"<5";"<5";"<5";"<5";"6";"<5";"<5";"0";"5";"0"
"20241001";"20250904";"18QU";"00";"De Romte";"9035BT";"DRONRYP";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"0";"0";"0"
"20241001";"20250904";"18QW";"00";"Parkschool V Opb BSO";"7741CS";"COEVORDEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"<5";"0";"<5";"0";"11";"0";"6";"0";"6";"<5";"0"
"20241001";"20250904";"18QX";"00";"SSBO Hildebrand";"2032KA";"HAARLEM";"0392";"Haarlem";"Noord-Holland";"Sbo";"Openbaar";"41853";"0";"<5";"<5";"<5";"0";"<5";"<5";"0";"0";"<5";"0";"0"
"20241001";"20250904";"18QY";"00";"Bs Het Avontuur";"1962CA";"HEEMSKERK";"0396";"Heemskerk";"Noord-Holland";"Bo";"Openbaar";"41375";"0";"<5";"<5";"<5";"<5";"<5";"0";"7";"<5";"5";"<5";"0"
"20241001";"20250904";"18QZ";"00";"BS over De Slinge";"3086LR";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"0";"<5";"0";"7";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18QZ";"01";"Bs Over De Slinge";"3086BK";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"<5";"7";"<5";"0"
"20241001";"20250904";"18RA";"00";"De Tarthorst";"6708JA";"WAGENINGEN";"0289";"Wageningen";"Gelderland";"Bo";"Openbaar";"41461";"0";"0";"0";"<5";"<5";"0";"5";"<5";"<5";"<5";"<5";"<5"
"20241001";"20250904";"18RD";"00";"Obs De Watermolen";"1541WR";"KOOG AAN DE ZAAN";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"0";"<5";"<5";"6";"0";"<5";"0";"<5";"5";"<5";"0"
"20241001";"20250904";"18RG";"00";"Oosterschelde-School";"4694AZ";"SCHERPENISSE";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"<5";"0";"0"
"20241001";"20250904";"18RI";"00";"OBS De Springplank";"9363EH";"MARUM";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"0";"0";"<5";"<5";"<5";"<5";"5";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"18RJ";"00";"Kennedyschool";"3317KM";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"<5";"6";"9";"<5";"8";"12";"<5";"8";"6";"0"
"20241001";"20250904";"18RK";"00";"De Bloeiende Betuwe";"4152EL";"RHENOY";"1960";"West Betuwe";"Gelderland";"Bo";"Openbaar";"41561";"0";"0";"0";"0";"<5";"<5";"0";"<5";"0";"6";"<5";"0"
"20241001";"20250904";"18RN";"00";"Notenkraker";"1058VC";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41781";"0";"0";"0";"<5";"<5";"0";"<5";"11";"8";"14";"33";"0"
"20241001";"20250904";"18RO";"00";"Caleidoscoop";"5236TL";"'S-HERTOGENBOSCH";"0796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Openbaar";"41672";"0";"0";"0";"<5";"<5";"6";"8";"11";"<5";"10";"9";"0"
"20241001";"20250904";"18RQ";"00";"Obs De Woert";"7861AG";"OOSTERHESSELEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"0";"0";"<5";"0";"5";"0";"7";"<5";"0"
"20241001";"20250904";"18RR";"00";"Dr J P Thijsseschool";"1791AT";"DEN BURG";"0448";"Texel";"Noord-Holland";"Bo";"Openbaar";"79874";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"6";"0"
"20241001";"20250904";"18RU";"00";"De Twiner";"9079KG";"ST.-JACOBIPAROCHIE";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18RV";"00";"De Polle";"9034GL";"MARSUM";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"18RW";"00";"IKC Schalkwijk";"2035CZ";"HAARLEM";"0392";"Haarlem";"Noord-Holland";"Sbo";"Openbaar";"41853";"<5";"6";"10";"<5";"<5";"<5";"0";"<5";"0";"<5";"0";"0"
"20241001";"20250904";"18SE";"00";"BS De Springschans";"1755NE";"PETTEN";"0441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";"<5";"<5";"<5";"0";"0";"7";"<5";"<5";"<5";"0"
"20241001";"20250904";"18SF";"00";"OBS Middelie";"1472GT";"MIDDELIE";"0385";"Edam-Volendam";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"18SG";"00";"SSBO Elsenburg";"2283EG";"RIJSWIJK ZH";"0603";"Rijswijk";"Zuid-Holland";"Sbo";"Openbaar";"41441";"0";"6";"<5";"<5";"<5";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"18SH";"00";"OBS De Rieburch";"4695EN";"SINT-MAARTENSDIJK";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5"
"20241001";"20250904";"18SI";"00";"OBS Het Stelleplankier";"4486CK";"COLIJNSPLAAT";"1695";"Noord-Beveland";"Zeeland";"Bo";"Openbaar";"41582";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18SL";"00";"KC Binnenstebuiten";"4196JM";"TRICHT";"1960";"West Betuwe";"Gelderland";"Bo";"Openbaar";"41561";"0";"0";"0";"<5";"0";"<5";"<5";"5";"0";"<5";"<5";"0"
"20241001";"20250904";"18SN";"00";"OBS De Marke";"7161XZ";"NEEDE";"1859";"Berkelland";"Gelderland";"Bo";"Openbaar";"41413";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"18SO";"00";"OBS Durperhonk";"1795AL";"DE COCKSDORP";"0448";"Texel";"Noord-Holland";"Bo";"Openbaar";"79874";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"<5";"0";"<5"
"20241001";"20250904";"18SP";"00";"IKC G.A. de Ridder";"9411KV";"BEILEN";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"0";"<5";"0";"9";"<5";"<5";"<5";"12";"5";"0"
"20241001";"20250904";"18SU";"00";"KC De Marel";"1966XA";"HEEMSKERK";"0396";"Heemskerk";"Noord-Holland";"Bo";"Openbaar";"41375";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"18SV";"00";"De Mare";"3075SB";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"<5";"0";"<5";"<5";"<5";"8";"14";"8";"10";"18";"11";"0"
"20241001";"20250904";"18TA";"00";"Obs Pr Beatrix";"1471CE";"KWADIJK";"0385";"Edam-Volendam";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"0";"0";"0"
"20241001";"20250904";"18TC";"00";"OBS De Schalm";"4696CK";"STAVENISSE";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"0";"0";"<5";"0";"0";"0";"<5";"<5";"0";"0"
"20241001";"20250904";"18TJ";"00";"IKC 't Hieker Nust";"9415PJ";"HIJKEN";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"18TK";"00";"SWS de Fierljepper";"9077SG";"VROUWENPAROCHIE";"1949";"Waadhoeke";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"0";"<5";"<5";"<5";"0";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"18TM";"00";"De Akkers";"3075AA";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"5";"0";"6";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"18TN";"00";"De Wereld";"6702AV";"WAGENINGEN";"0289";"Wageningen";"Gelderland";"Bo";"Openbaar";"41461";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"<5";"5";"<5";"0"
"20241001";"20250904";"18TP";"00";"De Aanloop";"7876HA";"VALTHERMOND";"1681";"Borger-Odoorn";"Drenthe";"Bo";"Openbaar";"42554";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"18TQ";"00";"OBS De Overhaal";"1562GH";"KROMMENIE";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"0";"0";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"18TS";"00";"De Casembroot-School";"4697CL";"SINT-ANNALAND";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18TV";"00";"De Blauwe Lijn";"1104NA";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41716";"0";"<5";"<5";"5";"7";"<5";"6";"6";"<5";"<5";"<5";"0"
"20241001";"20250904";"18TW";"00";"OBS De  Hofmaat";"7161JH";"NEEDE";"1859";"Berkelland";"Gelderland";"Bo";"Openbaar";"41413";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"9";"0"
"20241001";"20250904";"18UC";"00";"Obs De Komeet";"1562WP";"KROMMENIE";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"<5";"<5";"<5";"8";"<5";"7";"<5";"14";"6";"7";"0"
"20241001";"20250904";"18UD";"00";"OBS Meester Haye";"1475JD";"BEETS";"0385";"Edam-Volendam";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";"<5";"<5";"0";"0";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18UE";"00";"Die Heenetrecht-School";"4698AS";"OUD-VOSSEMEER";"0716";"Tholen";"Zeeland";"Bo";"Openbaar";"41842";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"18UG";"00";"Basisschool Dubbeldam";"3319SC";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"0";"<5";"<5";"0";"6";"5";"11";"5";"16";"0"
"20241001";"20250904";"18UH";"00";"Dr E Boekman";"1018ZA";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41781";"0";"0";"0";"0";"0";"0";"<5";"<5";"8";"5";"32";"0"
"20241001";"20250904";"18UH";"01";"Dr E Boekman";"1017TV";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41781";"0";"<5";"0";"0";"0";"0";"<5";"<5";"0";"9";"28";"0"
"20241001";"20250904";"18UK";"00";"IKC De Bosvlinder";"9414BD";"HOOGHALEN";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"18UQ";"00";"De Keerkring";"3328TG";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"<5";"0";"<5";"<5";"<5";"13";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18UR";"00";"Aldoende";"1091AN";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41774";"0";"0";"<5";"<5";"0";"<5";"5";"7";"10";"8";"12";"0"
"20241001";"20250904";"18US";"00";"De Vliekotter";"1794AV";"OOSTEREND NH";"0448";"Texel";"Noord-Holland";"Bo";"Openbaar";"79874";"0";"0";"<5";"0";"<5";"0";"6";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"18UT";"00";"IKC Zuiderenk";"9418PW";"WIJSTER";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"0";"<5";"0";"<5";"0";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"18UV";"00";"OBS De Westhoek";"9571CB";"2E EXLOERMOND";"1681";"Borger-Odoorn";"Drenthe";"Bo";"Openbaar";"42554";"0";"<5";"<5";"0";"<5";"0";"0";"0";"<5";"0";"0";"0"
"20241001";"20250904";"18UY";"00";"De Meridiaan";"3328AE";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"<5";"<5";"<5";"<5";"<5";"18";"5";"<5";"<5";"0"
"20241001";"20250904";"18VB";"00";"Bos en Lommer";"1061BN";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41663";"0";"0";"0";"5";"<5";"6";"<5";"10";"5";"<5";"9";"0"
"20241001";"20250904";"18VC";"00";"De Bruinvis";"1792BJ";"OUDESCHILD";"0448";"Texel";"Noord-Holland";"Bo";"Openbaar";"79874";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18VF";"00";"OBS De Bloementuin";"3073VE";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"<5";"<5";"<5";"5";"<5";"<5";"<5";"<5";"6";"0"
"20241001";"20250904";"18VI";"00";"De Griffioen";"3315AE";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"<5";"0";"<5";"<5";"6";"5";"<5";"6";"<5";"0"
"20241001";"20250904";"18VJ";"00";"BS Westerpark";"1051AX";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41663";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"7";"<5";"<5"
"20241001";"20250904";"18VM";"00";"OBS De Kroosduiker";"1551BK";"WESTZAAN";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"6";"0"
"20241001";"20250904";"18VN";"00";"Staten-School";"3311XH";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"6";"0"
"20241001";"20250904";"18VP";"00";"SSBO Kompas";"1791DM";"DEN BURG";"0448";"Texel";"Noord-Holland";"Sbo";"Openbaar";"30742";"0";"0";"<5";"<5";"0";"0";"0";"0";"<5";"0";"0";"0"
"20241001";"20250904";"18VQ";"00";"OBS Bargerpaske";"7103AW";"WINTERSWIJK";"0294";"Winterswijk";"Gelderland";"Bo";"Openbaar";"41494";"0";"<5";"0";"<5";"<5";"0";"7";"0";"9";"0";"7";"0"
"20241001";"20250904";"18VR";"00";"De Gouden Griffel";"3074LA";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18VV";"00";"IKC De Brink";"1106HW";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41716";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"5";"0"
"20241001";"20250904";"18VW";"00";"Calluna-School";"6711JE";"EDE";"0228";"Ede";"Gelderland";"Bo";"Openbaar";"41674";"0";"0";"0";"<5";"0";"<5";"0";"6";"5";"6";"<5";"0"
"20241001";"20250904";"18VZ";"00";"BS De Linderakkers";"7872PM";"VALTHE";"1681";"Borger-Odoorn";"Drenthe";"Bo";"Openbaar";"42554";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"18WD";"00";"De Slotermeerschool";"1063CW";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41579";"0";"0";"0";"<5";"6";"<5";"<5";"5";"<5";"<5";"6";"0"
"20241001";"20250904";"18WF";"00";"OBS De Schakel";"7102CN";"WINTERSWIJK";"0294";"Winterswijk";"Gelderland";"Bo";"Openbaar";"41494";"0";"<5";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"18WG";"00";"Kindcentrum Blijvliet";"3074KD";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"18WH";"00";"BS De Weiert";"7873AM";"ODOORN";"1681";"Borger-Odoorn";"Drenthe";"Bo";"Openbaar";"42554";"0";"0";"0";"<5";"<5";"<5";"6";"<5";"<5";"5";"<5";"0"
"20241001";"20250904";"18WK";"00";"Burg De Vlugt";"1063KX";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41579";"0";"<5";"5";"6";"<5";"<5";"9";"6";"<5";"8";"8";"13"
"20241001";"20250904";"18WN";"00";"OBS De Kolibrie";"7101VG";"WINTERSWIJK";"0294";"Winterswijk";"Gelderland";"Bo";"Openbaar";"41494";"0";"0";"<5";"0";"5";"0";"10";"0";"14";"0";"7";"5"
"20241001";"20250904";"18WQ";"00";"OBS De Zweng";"7875AD";"EXLOO";"1681";"Borger-Odoorn";"Drenthe";"Bo";"Openbaar";"42554";"0";"0";"<5";"0";"<5";"0";"0";"0";"<5";"<5";"0";"0"
"20241001";"20250904";"18WR";"00";"Obs Theo Thijssen";"1525PK";"WESTKNOLLENDAM";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"18WU";"00";"Burght";"1015BL";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41781";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"6";"24";"0"
"20241001";"20250904";"18WV";"00";"De Lettertuin";"6712DR";"EDE";"0228";"Ede";"Gelderland";"Bo";"Openbaar";"41674";"0";"0";"0";"5";"0";"<5";"<5";"10";"0";"7";"9";"0"
"20241001";"20250904";"18WW";"00";"OBS Kotten";"7107AN";"WINTERSWIJK KOTTEN";"0294";"Winterswijk";"Gelderland";"Bo";"Openbaar";"41494";"0";"<5";"0";"0";"0";"0";"<5";"0";"9";"0";"<5";"0"
"20241001";"20250904";"18WX";"00";"De Catamaran";"3076KH";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"5";"<5";"10";"<5";"11";"<5";"14";"5";"<5";"8";"5"
"20241001";"20250904";"18WY";"00";"Obs De Pionier";"1521JP";"WORMERVEER";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"<5";"6";"<5";"<5";"<5";"6";"<5";"5";"<5";"<5";"0"
"20241001";"20250904";"18XB";"00";"MKC Mozaïek";"3314JR";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"0";"<5";"<5";"<5";"6";"<5";"<5";"10";"10";"0"
"20241001";"20250904";"18XS";"00";"SSBO De Springplank";"2542XH";"'S-GRAVENHAGE";"0518";"'s-Gravenhage";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"70176";"<5";"11";"15";"<5";"0";"0";"0";"<5";"0";"0";"0";"0"
"20241001";"20250904";"18YA";"00";"SSBO De Hasselbraam";"1061AN";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Sbo";"Rooms-Katholiek";"77690";"<5";"14";"10";"0";"<5";"<5";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"18YD";"00";"SBO Lucas";"3026XJ";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Sbo";"Rooms-Katholiek";"24597";"<5";"13";"7";"0";"0";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"18YH";"00";"SSBO Koningin Juliana";"4101JS";"CULEMBORG";"0216";"Culemborg";"Gelderland";"Sbo";"Protestants-Christelijk";"41424";"6";"16";"<5";"5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"18YS";"00";"De Albatros";"3317AM";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Openbaar";"41518";"0";"0";"<5";"<5";"5";"<5";"5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"18YT";"00";"Bijlmerhorst";"1103AC";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41716";"<5";"<5";"0";"<5";"<5";"<5";"<5";"5";"<5";"<5";"0";"14"
"20241001";"20250904";"18YU";"00";"Prinsenakkerschool";"6721ZL";"BENNEKOM";"0228";"Ede";"Gelderland";"Bo";"Openbaar";"41674";"0";"0";"0";"0";"<5";"<5";"<5";"5";"7";"<5";"7";"0"
"20241001";"20250904";"18YZ";"00";"RK BS De Bolderik";"4273ET";"HANK";"1959";"Altena";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41978";"0";"0";"<5";"<5";"<5";"<5";"<5";"16";"0";"<5";"0";"0"
"20241001";"20250904";"18ZA";"00";"Prins Bernhardschool";"6883ES";"VELP GLD";"0275";"Rheden";"Gelderland";"Bo";"Protestants-Christelijk";"40843";"0";"0";"<5";"5";"0";"<5";"<5";"<5";"<5";"<5";"6";"0"
"20241001";"20250904";"18ZC";"00";"RK Basissch 't Startblok";"2675BR";"HONSELERSDIJK";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"0";"0";"<5";"0";"5";"<5";"5";"<5";"<5";"<5";"5";"0"
"20241001";"20250904";"18ZI";"00";"Obs De Jagersplas";"1509GE";"ZAANDAM";"0479";"Zaanstad";"Noord-Holland";"Bo";"Openbaar";"41852";"0";"0";"<5";"<5";"5";"<5";"5";"5";"<5";"5";"6";"0"
