"PEILDATUM_LEERLINGEN";"PRIKDATUM_SCORES";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"ONTHEFFING_REDEN_ND";"CET_AANTAL";"CET_GEM";"IEP_AANTAL";"IEP_GEM";"ROUTE8_AANTAL";"ROUTE8_GEM";"DIA_AANTAL";"DIA_GEM";"AMN_AANTAL";"AMN_GEM"
"20221001";"20230601";"02WR";"00";"SSBO Fiducia";"9728CR";"GRONINGEN";"14";"Groningen";"Groningen";"Sbo";"Protestants-Christelijk";"40851";"7";"0";0;"0";0;"0";0;"0";0;"38";324,026315789474
"20221001";"20230601";"02WU";"00";"Chr SSBO De Springplank";"3844DH";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Sbo";"Protestants-Christelijk";"41671";"31";"0";0;"0";0;"17";137,823529411765;"0";0;"0";0
"20221001";"20230601";"02WW";"00";"De Klimboom";"2134SB";"HOOFDDORP";"394";"Haarlemmermeer";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"0";"0";0;"0";0;"15";146,4;"0";0;"0";0
"20221001";"20230601";"02WY";"00";"SBO Prisma";"8264PB";"KAMPEN";"166";"Kampen";"Overijssel";"Sbo";"Protestants-Christelijk";"86971";"<5";"0";0;"0";0;"8";111,625;"0";0;"0";0
"20221001";"20230601";"02WZ";"00";"SBO Het Palet";"4791JL";"KLUNDERT";"1709";"Moerdijk";"Noord-Brabant";"Sbo";"Protestants-Christelijk";"41782";"<5";"0";0;"0";0;"29";135,034482758621;"0";0;"0";0
"20221001";"20230601";"02XG";"00";"SSBO Mozaik";"5061TB";"OISTERWIJK";"824";"Oisterwijk";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"40947";"<5";"22";518,863636363636;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"02YE";"00";"SSBO De Brug";"8019BR";"ZWOLLE";"193";"Zwolle";"Overijssel";"Sbo";"Protestants-Christelijk";"40934";"0";"0";0;"26";56,1923076923077;"0";0;"0";0;"0";0
"20221001";"20230601";"02ZF";"00";"obs De Vlindertuin";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Openbaar";"41638";"0";"0";0;"13";81,0769230769231;"0";0;"0";0;"0";0
"20221001";"20230601";"02ZW";"00";"GBS 't Schrijvertje";"7322CL";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"30";537,5;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"02ZY";"00";"De Wingerd";"4464JA";"GOES";"664";"Goes";"Zeeland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"30";539,4;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03AF";"00";"CSBO Bergkristal";"3037GM";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"74531";"5";"0";0;"0";0;"17";132,882352941176;"0";0;"0";0
"20221001";"20230601";"03AG";"00";"PC Basissch De Hoeksteen";"1991ET";"VELSERBROEK";"453";"Velsen";"Noord-Holland";"Bo";"Protestants-Christelijk";"26158";"0";"0";0;"30";86;"0";0;"0";0;"0";0
"20221001";"20230601";"03AH";"00";"Venlose Montessorischool";"5914SH";"VENLO";"983";"Venlo";"Limburg";"Bo";"Algemeen bijzonder";"41167";"0";"0";0;"0";0;"11";180,636363636364;"0";0;"0";0
"20221001";"20230601";"03AI";"00";"De Kleine Prins";"7007BK";"DOETINCHEM";"222";"Doetinchem";"Gelderland";"Bo";"Antroposofisch";"77456";"0";"12";536;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03AN";"00";"Basisschool Azelo";"7495TW";"AMBT DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"0";0;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"03AP";"00";"Basisschool De Belhamel";"5551EG";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"19";535,052631578947;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03AZ";"00";"De Rank";"1817HJ";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"16";536,3125;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03BA";"00";"Jan V Rijckenborghschool";"1222SX";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Bo";"Algemeen bijzonder";"41493";"0";"0";0;"5";75,8;"0";0;"0";0;"0";0
"20221001";"20230601";"03BI";"00";"SSBO Eliezer";"8043PD";"ZWOLLE";"193";"Zwolle";"Overijssel";"Sbo";"Reformatorisch";"30117";"<5";"0";0;"0";0;"0";0;"0";0;"19";324,842105263158
"20221001";"20230601";"03BR";"00";"Basisschool De Kring";"6191PD";"BEEK LB";"888";"Beek";"Limburg";"Bo";"Openbaar";"83280";"<5";"0";0;"12";78,1666666666667;"0";0;"<5";NA;"0";0
"20221001";"20230601";"03BS";"00";"OBS Dr M L Kingschool";"7591XJ";"DENEKAMP";"1774";"Dinkelland";"Overijssel";"Bo";"Openbaar";"41565";"0";"0";0;"0";0;"0";0;"22";360,818181818182;"0";0
"20221001";"20230601";"03BT";"00";"OBS Prinses Irene";"7783BM";"GRAMSBERGEN";"160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"0";"0";0;"0";0;"8";192,25;"0";0;"0";0
"20221001";"20230601";"03BV";"00";"De Trumakkers";"5591NG";"HEEZE";"1658";"Heeze-Leende";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"25";530,8;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03BX";"00";"OBS De Hobbitstee";"3417WD";"MONTFOORT";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"17";532,117647058824;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03BY";"00";"OBS De Wijzer";"6658ZZ";"BENEDEN-LEEUWEN";"668";"West Maas en Waal";"Gelderland";"Bo";"Openbaar";"41340";"0";"0";0;"0";0;"40";181,5;"0";0;"0";0
"20221001";"20230601";"03CG";"00";"De Fakkel";"2152KL";"NIEUW-VENNEP";"394";"Haarlemmermeer";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"<5";"0";0;"0";0;"36";136,361111111111;"0";0;"0";0
"20221001";"20230601";"03CJ";"00";"Montessorischool";"4462EK";"GOES";"664";"Goes";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"0";"0";0;"13";74,8461538461538;"0";0;"0";0;"0";0
"20221001";"20230601";"03CL";"00";"Lubertischool";"1796AH";"DE KOOG";"448";"Texel";"Noord-Holland";"Bo";"Algemeen bijzonder";"79874";"0";"0";0;"9";82;"0";0;"0";0;"0";0
"20221001";"20230601";"03CO";"00";"GBS De Wegwijzer";"8331MZ";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"13";540,769230769231;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03CT";"00";"De Golfslag";"4357EN";"DOMBURG";"717";"Veere";"Zeeland";"Bo";"Openbaar";"42610";"0";"0";0;"16";88,625;"0";0;"0";0;"0";0
"20221001";"20230601";"03CV";"00";"De Zwerm";"1744KJ";"SINT MAARTEN";"441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";0;"11";72;"0";0;"0";0;"0";0
"20221001";"20230601";"03DF";"00";"OBS Kromme Akkers";"9893PD";"GARNWERD";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"13683";"0";"13";534,615384615385;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DG";"00";"OBS Klinkenborg";"9995PM";"KANTENS";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"13683";"0";"5";541,6;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DH";"00";"OJBS De Omnibus";"5991PX";"BAARLO LB";"1894";"Peel en Maas";"Limburg";"Bo";"Openbaar";"41398";"<5";"29";533,931034482759;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DJ";"00";"Basisschool De Jutter";"8899BD";"VLIELAND";"96";"Vlieland";"Friesland";"Bo";"Openbaar";"13603";"0";"10";532,9;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DK";"00";"obs De Dorpsschool";"7251BC";"VORDEN";"1876";"Bronckhorst";"Gelderland";"Bo";"Openbaar";"41371";"<5";"0";0;"0";0;"19";199,105263157895;"0";0;"0";0
"20221001";"20230601";"03DV";"00";"OBS Prins Claus";"3461GH";"LINSCHOTEN";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"23";539,434782608696;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DW";"00";"Obs Houwingaham";"9693BG";"BAD NIEUWESCHANS";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"11";529,545454545455;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03DX";"00";"Jan Prins";"3011GM";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"<5";"35";532,6;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03EE";"00";"De Wereldboom";"4561KZ";"HULST";"677";"Hulst";"Zeeland";"Bo";"Openbaar";"40803";"0";"19";536,368421052632;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03EH";"00";"De Wereldweide";"8091VK";"WEZEP";"269";"Oldebroek";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";0;"7";83,2857142857143;"0";0;"0";0;"0";0
"20221001";"20230601";"03EI";"00";"OBS Usquert";"9988SC";"USQUERT";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"13683";"0";"7";535,571428571429;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03EJ";"00";"De Smeltkroes";"7852TJ";"WEZUP";"109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"<5";"0";0;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03ES";"00";"OBS De Rijnschans";"2396XD";"KOUDEKERK AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Openbaar";"28601";"0";"0";0;"0";0;"10";200;"0";0;"0";0
"20221001";"20230601";"03EU";"00";"basisschool Omnia";"2631PT";"NOOTDORP";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Openbaar";"41488";"<5";"0";0;"40";81,1;"0";0;"0";0;"0";0
"20221001";"20230601";"03EV";"00";"OBS De Klimop";"5541GH";"REUSEL";"1667";"Reusel-De Mierden";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"29";534,413793103448;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03FH";"00";"De Schutse";"3155BM";"MAASLAND";"1842";"Midden-Delfland";"Zuid-Holland";"Bo";"Openbaar";"41455";"<5";"0";0;"10";79,9;"0";0;"0";0;"0";0
"20221001";"20230601";"03FJ";"00";"Openbare Bs De Sterrenboom";"2821SB";"STOLWIJK";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"0";"37";530,675675675676;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03FS";"00";"Basisschool Hartenaas";"5361HT";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Openbaar";"41443";"0";"0";0;"0";0;"22";205,863636363636;"0";0;"0";0
"20221001";"20230601";"03FT";"00";"Openbare Basisschool De Borgh";"9801AM";"ZUIDHORN";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"0";"0";0;"46";84,4565217391304;"0";0;"0";0;"0";0
"20221001";"20230601";"03FU";"00";"Arembergschool";"8064CD";"ZWARTSLUIS";"1896";"Zwartewaterland";"Overijssel";"Bo";"Openbaar";"41816";"0";"0";0;"22";77,5;"0";0;"0";0;"0";0
"20221001";"20230601";"03GD";"00";"De Lelie";"3465KE";"DRIEBRUGGEN";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Reformatorisch";"41534";"0";"0";0;"0";0;"24";236,958333333333;"0";0;"0";0
"20221001";"20230601";"03GE";"00";"Prinses Margriet School";"3028HW";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"74531";"<5";"47";528,914893617021;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03GJ";"00";"De Poeljeugd";"4472AT";"'S-HEER HENDRIKSKINDEREN";"664";"Goes";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"0";"0";0;"14";83,0714285714286;"0";0;"0";0;"0";0
"20221001";"20230601";"03GL";"00";"De Wegwijzer";"5361AX";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"48348";"0";"0";0;"6";86,8333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"03GP";"00";"Christelijke Basisschool Delph";"4631NM";"HOOGERHEIDE";"873";"Woensdrecht";"Noord-Brabant";"Bo";"Protestants-Christelijk";"40517";"0";"0";0;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"03GR";"00";"Het Mozaiek";"7913RE";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"0";"0";0;"26";77,4615384615385;"0";0;"0";0;"0";0
"20221001";"20230601";"03GR";"01";"Het Mozaiek";"7913TR";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"<5";"0";0;"8";79,75;"<5";NA;"0";0;"0";0
"20221001";"20230601";"03GT";"00";"Chr Basissch De Foareker";"8734GL";"EASTEREIN";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Protestants-Christelijk";"42604";"<5";"0";0;"11";87,3636363636364;"0";0;"0";0;"0";0
"20221001";"20230601";"03GW";"00";"KC de Loft";"6133WZ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Protestants-Christelijk";"83280";"0";"0";0;"10";78,6;"0";0;"0";0;"0";0
"20221001";"20230601";"03HA";"00";"RK Basisschool Emmaus";"5384BV";"HEESCH";"1721";"Bernheze";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41228";"0";"79";537,367088607595;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HB";"00";"Koelmanschool";"4461RH";"GOES";"664";"Goes";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"27";532,444444444444;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HC";"00";"Christelijke Basisschool";"5313AP";"NIEUWAAL";"297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"76715";"0";"10";535,2;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HD";"00";"Basisschool De Lisbloem";"2163AJ";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40967";"<5";"20";532,3;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HE";"00";"Basisschool De Akker";"2161HB";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Reformatorisch";"22765";"0";"31";537,612903225806;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HF";"00";"Bs De Draaiende Wieken";"6061EL";"POSTERHOLT";"1669";"Roerdalen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"23";534,434782608696;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HG";"00";"Basisschool De Bongerd";"6031TZ";"NEDERWEERT";"946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"0";0;"0";0;"15";174,2;"0";0;"0";0
"20221001";"20230601";"03HH";"00";"De Parel";"2651CP";"BERKEL EN RODENRIJS";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"14";538,142857142857;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HI";"00";"Het Christal";"3135PS";"VLAARDINGEN";"622";"Vlaardingen";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"10";537;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HK";"00";"Basissch Guido De Bres";"7731ZL";"OMMEN";"175";"Ommen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"0";"34";534,882352941176;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HL";"00";"BS De Zjwiek";"6088EH";"ROGGEL";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"0";"0";0;"0";0;"26";192,230769230769;"0";0;"0";0
"20221001";"20230601";"03HM";"00";"De Vuursteen";"7721BN";"DALFSEN";"148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"21";536,571428571429;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HO";"00";"Klim-op - school met de Bijbel";"9991BN";"MIDDELSTUM";"1979";"Eemsdelta";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";0;"0";0;"7";222,285714285714;"0";0;"0";0
"20221001";"20230601";"03HP";"00";"Rehoboth";"8281ZC";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Reformatorisch";"24195";"0";"0";0;"27";80,3333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"03HQ";"00";"GBS de Levensboom";"7954GC";"ROUVEEN";"180";"Staphorst";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"26";530,192307692308;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HR";"00";"De Cirkel - sch. met de Bijbel";"9402AR";"ASSEN";"106";"Assen";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";0;"0";0;"0";0;"33";367,545454545455;"0";0
"20221001";"20230601";"03HS";"00";"Basisschool Oranje Nassau";"9288BA";"KOOTSTERTILLE";"59";"Achtkarspelen";"Friesland";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"0";0;"0";0;"10";226,4;"0";0;"0";0
"20221001";"20230601";"03HT";"00";"de Bloeiwijzer";"1183JM";"AMSTELVEEN";"362";"Amstelveen";"Noord-Holland";"Sbo";"Openbaar";"41580";"<5";"34";525,294117647059;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HU";"00";"Rehobothschool";"3774DA";"KOOTWIJKERBROEK";"203";"Barneveld";"Gelderland";"Bo";"Reformatorisch";"24481";"0";"0";0;"76";74,4342105263158;"0";0;"0";0;"0";0
"20221001";"20230601";"03HV";"00";"De Triangel Capelle";"2906VK";"CAPELLE AAN DEN IJSSEL";"502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"25";534,12;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HV";"01";"De Triangel (Het Mozaïek)";"2925BX";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"23";531,304347826087;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HY";"00";"Chr Basissch Eben Haezer";"4043MA";"OPHEUSDEN";"1740";"Neder-Betuwe";"Gelderland";"Bo";"Reformatorisch";"24715";"0";"58";536,51724137931;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03HZ";"00";"Ds Derksenschool";"4119LX";"RAVENSWAAIJ";"214";"Buren";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"<5";NA;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03IA";"00";"Graaf Jan van Nassau Sch";"4386AK";"VLISSINGEN";"718";"Vlissingen";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"20";539,15;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03IB";"00";"Chr Basisschool De Reinbôge";"8765LM";"TJERKWERD";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Protestants-Christelijk";"42604";"0";"0";0;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"03IC";"00";"IKC Magenta";"7491AK";"DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Algemeen bijzonder";"27910";"0";"0";0;"0";0;"31";200,387096774194;"0";0;"0";0
"20221001";"20230601";"03IH";"00";"Kath Bs Montessorischool";"1401CS";"BUSSUM";"1942";"Gooise Meren";"Noord-Holland";"Bo";"Rooms-Katholiek";"25664";"0";"0";0;"41";86,1707317073171;"0";0;"0";0;"0";0
"20221001";"20230601";"03IK";"00";"Basisschool Eben Haezer";"4691JZ";"THOLEN";"716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"25833";"0";"45";535,688888888889;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03IV";"00";"Basisschool St Jozef";"5931CZ";"TEGELEN";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"75597";"0";"34";535,088235294118;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03IW";"00";"Chr Basissch Het Kompas";"4401HZ";"YERSEKE";"703";"Reimerswaal";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"5";"0";0;"33";83,5454545454545;"0";0;"0";0;"0";0
"20221001";"20230601";"03IX";"00";"Basisschool Valkenheuvel";"3972XL";"DRIEBERGEN-RIJSENBURG";"1581";"Utrechtse Heuvelrug";"Utrecht";"Bo";"Rooms-Katholiek";"69447";"0";"0";0;"11";84,3636363636364;"0";0;"0";0;"0";0
"20221001";"20230601";"03IY";"00";"Basisschool Jf Kennedy";"6216ED";"MAASTRICHT";"935";"Maastricht";"Limburg";"Bo";"Rooms-Katholiek";"41373";"<5";"64";534,15625;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03IZ";"00";"Basisschool St Vitus";"5855AD";"WELL L";"893";"Bergen (L.)";"Limburg";"Bo";"Rooms-Katholiek";"37663";"0";"0";0;"16";82,3125;"0";0;"0";0;"0";0
"20221001";"20230601";"03JB";"00";"Kindcentrum Platijn";"5684KE";"BEST";"753";"Best";"Noord-Brabant";"Bo";"Algemeen bijzonder";"26977";"0";"0";0;"17";83,8823529411765;"0";0;"0";0;"0";0
"20221001";"20230601";"03JC";"00";"Kbs John F Kennedy";"4826KA";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"<5";"41";533,463414634146;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03JD";"00";"GBS Pieter Jongeling";"6814CJ";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"30";538,266666666667;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03JE";"00";"Basisschool De Ark";"4131AR";"VIANEN UT";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41528";"0";"12";533,75;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03JH";"00";"Kindcentrum Het IJzeren Kind";"5246GB";"ROSMALEN";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"<5";"0";0;"68";78,6617647058823;"0";0;"0";0;"0";0
"20221001";"20230601";"03JI";"00";"Rk Basisschool G Majella";"8171KC";"VAASSEN";"232";"Epe";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"14";533,214285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03JL";"00";"Basissch Titus Brandsma";"6441JJ";"BRUNSSUM";"899";"Brunssum";"Limburg";"Bo";"Rooms-Katholiek";"41516";"0";"0";0;"0";0;"28";197,464285714286;"0";0;"0";0
"20221001";"20230601";"03JP";"00";"Basisschool Talente";"4751CN";"OUD GASTEL";"1655";"Halderberge";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31017";"0";"44";534,886363636364;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03JQ";"00";"Basisschool Harlekijn";"6095AG";"BAEXEM";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"0";"0";0;"0";0;"15";203,533333333333;"0";0;"0";0
"20221001";"20230601";"03JS";"00";"Vrije school De Zonnewende";"7203GC";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Antroposofisch";"28212";"<5";"0";0;"40";81,5;"0";0;"0";0;"0";0
"20221001";"20230601";"03JW";"00";"Dr EA Borgerschool";"8501HL";"JOURE";"1940";"De Fryske Marren";"Friesland";"Bo";"Protestants-Christelijk";"42540";"<5";"0";0;"0";0;"20";189,9;"0";0;"0";0
"20221001";"20230601";"03JX";"00";"Katholieke basisschool de Den";"6261NX";"MHEER";"1903";"Eijsden-Margraten";"Limburg";"Bo";"Rooms-Katholiek";"42669";"0";"0";0;"0";0;"14";234,785714285714;"0";0;"0";0
"20221001";"20230601";"03KA";"00";"RK BS St. Willibrordus";"4301KB";"ZIERIKZEE";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Rooms-Katholiek";"77533";"0";"0";0;"22";77,1363636363636;"0";0;"0";0;"0";0
"20221001";"20230601";"03KF";"00";"Jozefschool RK Basisond";"1431SG";"AALSMEER";"358";"Aalsmeer";"Noord-Holland";"Bo";"Rooms-Katholiek";"28849";"0";"0";0;"57";78,5614035087719;"0";0;"0";0;"0";0
"20221001";"20230601";"03KI";"00";"bs 't Bossche Hart";"4744BX";"BOSSCHENHOOFD";"1655";"Halderberge";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31017";"0";"15";538,733333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03KJ";"00";"Sterrenpad 't Ven";"5916SR";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"41018";"0";"0";0;"0";0;"0";0;"0";0;"23";398,347826086957
"20221001";"20230601";"03KM";"00";"Ijsselwijs";"8121BR";"OLST";"1773";"Olst-Wijhe";"Overijssel";"Bo";"Samenwerking PC, RK";"40894";"0";"36";533,222222222222;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03KP";"00";"CBS Koning Willem-Alexander";"9981JT";"UITHUIZEN";"1966";"Het Hogeland";"Groningen";"Bo";"Protestants-Christelijk";"41261";"0";"0";0;"8";84,125;"0";0;"0";0;"0";0
"20221001";"20230601";"03KR";"00";"Basisschool De Lichtbron";"9601HL";"HOOGEZAND";"1952";"Midden-Groningen";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";0;"0";0;"18";213,111111111111;"0";0;"0";0
"20221001";"20230601";"03KS";"00";"RK Basissch C v Leeuwen";"6961XK";"EERBEEK";"213";"Brummen";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"26";528,576923076923;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03KT";"00";"De Planthof";"8303HL";"EMMELOORD";"171";"Noordoostpolder";"Flevoland";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"10";535,7;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03KV";"00";"Basisschool Dr A Comrie";"4416DE";"KRUININGEN";"703";"Reimerswaal";"Zeeland";"Bo";"Reformatorisch";"29473";"0";"34";535,411764705882;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"03KW";"00";"Basisschool Comenius";"3703CG";"ZEIST";"355";"Zeist";"Utrecht";"Bo";"Protestants-Christelijk";"29577";"0";"0";0;"42";86,3095238095238;"0";0;"0";0;"0";0
